id,content.event,Partly,TheWhole
541755272776417280,typhoonHagupit2014,[],[]
541757162775527424,typhoonHagupit2014,[],[]
541767895286431744,typhoonHagupit2014,[],[]
541770278401888256,typhoonHagupit2014,[],[]
541775677968482304,typhoonHagupit2014,[],[]
541776868442005504,typhoonHagupit2014,[],[]
541777574360522753,typhoonHagupit2014,[],[]
591919041008291840,nepalEarthquake2015,[],[]
591919201452838912,nepalEarthquake2015,[],[]
591919394273406977,nepalEarthquake2015,[],[]
592069421243465731,nepalEarthquake2015,[],[]
592070177560330240,nepalEarthquake2015,[],[]
592070279746170880,nepalEarthquake2015,[],[]
592072054989402112,nepalEarthquake2015,[],[]
592072698626383872,nepalEarthquake2015,[],[]
592072705316380672,nepalEarthquake2015,[],[]
592072795577667584,nepalEarthquake2015,['SubEvent106'],[]
592074006854897664,nepalEarthquake2015,['SubEvent106'],[]
592084232534556672,nepalEarthquake2015,[],[]
592084508423270400,nepalEarthquake2015,"['SubEvent106', 'SubEvent107', 'SubEvent108', 'SubEvent110']",[]
592084963857702912,nepalEarthquake2015,[],[]
592085622271148033,nepalEarthquake2015,[],[]
592085693427425281,nepalEarthquake2015,[],[]
592086411630800897,nepalEarthquake2015,[],[]
592086886728003585,nepalEarthquake2015,['SubEvent108'],[]
592086997180620800,nepalEarthquake2015,['SubEvent106'],[]
592087669867347969,nepalEarthquake2015,"['SubEvent108', 'SubEvent109']",[]
592087960583073792,nepalEarthquake2015,[],[]
592088254804955136,nepalEarthquake2015,[],[]
592089267284746240,nepalEarthquake2015,"['SubEvent106', 'SubEvent107', 'SubEvent108', 'SubEvent110', 'SubEvent111']",[]
592154909304180736,nepalEarthquake2015,['SubEvent106'],[]
592155147037495297,nepalEarthquake2015,[],[]
592156340711129089,nepalEarthquake2015,[],[]
592157386325954560,nepalEarthquake2015,[],[]
592158988319395841,nepalEarthquake2015,[],[]
592160608725966848,nepalEarthquake2015,[],[]
592161232884408320,nepalEarthquake2015,['SubEvent106'],[]
592163229616381952,nepalEarthquake2015,[],[]
592163352857616384,nepalEarthquake2015,[],[]
592164145073692672,nepalEarthquake2015,[],[]
592164161058054144,nepalEarthquake2015,[],[]
592164334010109952,nepalEarthquake2015,[],[]
592164550499151874,nepalEarthquake2015,[],[]
592164621902958593,nepalEarthquake2015,[],[]
592164829143564288,nepalEarthquake2015,[],[]
592165971684536320,nepalEarthquake2015,[],[]
592167381541126144,nepalEarthquake2015,[],[]
592167415062011905,nepalEarthquake2015,[],[]
592167864292913152,nepalEarthquake2015,"['SubEvent106', 'SubEvent109']",[]
592167927064854529,nepalEarthquake2015,[],[]
592168153020440576,nepalEarthquake2015,[],[]
592169392982495233,nepalEarthquake2015,[],[]
592169744108630016,nepalEarthquake2015,[],[]
592171025493700608,nepalEarthquake2015,['SubEvent106'],[]
592171413697527809,nepalEarthquake2015,[],[]
592175702784479232,nepalEarthquake2015,[],[]
592176393879846912,nepalEarthquake2015,[],[]
592177996385153024,nepalEarthquake2015,[],[]
592181390613028864,nepalEarthquake2015,[],[]
592184341045772288,nepalEarthquake2015,[],[]
592190431447777281,nepalEarthquake2015,[],[]
592196332175003648,nepalEarthquake2015,[],[]
592197866069725185,nepalEarthquake2015,"['SubEvent107', 'SubEvent109']",[]
592200532128759809,nepalEarthquake2015,[],[]
592201085940408321,nepalEarthquake2015,[],[]
592297027981148160,nepalEarthquake2015,[],[]
592589156372459522,nepalEarthquake2015,['SubEvent107'],[]
592589221493354496,nepalEarthquake2015,[],[]
592589555812864003,nepalEarthquake2015,[],[]
592590657220280320,nepalEarthquake2015,[],[]
592591496441901056,nepalEarthquake2015,['SubEvent109'],[]
592591887602581504,nepalEarthquake2015,[],[]
592592823481806848,nepalEarthquake2015,[],[]
592593331764363265,nepalEarthquake2015,[],[]
592599071333822464,nepalEarthquake2015,[],[]
592634395757924352,nepalEarthquake2015,[],[]
592655542008569856,nepalEarthquake2015,[],[]
592655712360243201,nepalEarthquake2015,['SubEvent107'],[]
592655737131814912,nepalEarthquake2015,[],[]
592670390536818689,nepalEarthquake2015,[],[]
592673938506911744,nepalEarthquake2015,[],[]
592680336246632449,nepalEarthquake2015,[],[]
592680897780031489,nepalEarthquake2015,[],[]
592681071948517377,nepalEarthquake2015,[],[]
592683389540524032,nepalEarthquake2015,[],[]
592738966350274561,nepalEarthquake2015,[],[]
592746749514612737,nepalEarthquake2015,[],[]
592758972601475074,nepalEarthquake2015,[],[]
592759116973617152,nepalEarthquake2015,[],[]
592763226946940929,nepalEarthquake2015,[],[]
592769951787851776,nepalEarthquake2015,['SubEvent107'],[]
592789010549972993,nepalEarthquake2015,[],[]
592806932118900736,nepalEarthquake2015,[],[]
592808762924244992,nepalEarthquake2015,[],[]
592808834181259264,nepalEarthquake2015,[],[]
592809134761869312,nepalEarthquake2015,[],[]
592809977745645568,nepalEarthquake2015,[],[]
592810034452680704,nepalEarthquake2015,[],[]
592810096025034752,nepalEarthquake2015,[],[]
592812188131295235,nepalEarthquake2015,[],[]
592813259281006592,nepalEarthquake2015,['SubEvent109'],[]
592813884676911104,nepalEarthquake2015,[],[]
592814107792932865,nepalEarthquake2015,[],[]
592815327039397888,nepalEarthquake2015,[],[]
592818921016827904,nepalEarthquake2015,[],[]
592819815024357378,nepalEarthquake2015,[],[]
592820014421516289,nepalEarthquake2015,[],[]
592821001886511105,nepalEarthquake2015,[],[]
592821301800267776,nepalEarthquake2015,[],[]
592821328148824066,nepalEarthquake2015,['SubEvent106'],[]
592822579657838592,nepalEarthquake2015,[],[]
592825637963997186,nepalEarthquake2015,[],[]
592826352186826753,nepalEarthquake2015,[],[]
592827659463303172,nepalEarthquake2015,[],[]
592827767303057409,nepalEarthquake2015,[],[]
592828032680914944,nepalEarthquake2015,[],[]
592832757006540802,nepalEarthquake2015,[],[]
592832883552854016,nepalEarthquake2015,[],[]
592833251208777729,nepalEarthquake2015,['SubEvent112'],[]
592834204209131521,nepalEarthquake2015,[],[]
592836132297003008,nepalEarthquake2015,[],[]
592838115586347008,nepalEarthquake2015,[],[]
592838557821177856,nepalEarthquake2015,"['SubEvent107', 'SubEvent110', 'SubEvent111']",[]
592842931825938432,nepalEarthquake2015,"['SubEvent107', 'SubEvent110', 'SubEvent111']",[]
592843067796881408,nepalEarthquake2015,[],[]
592845256426713088,nepalEarthquake2015,[],[]
592845412551237634,nepalEarthquake2015,[],[]
592847474211033090,nepalEarthquake2015,[],[]
592847894996221953,nepalEarthquake2015,[],[]
592848021936832513,nepalEarthquake2015,[],[]
592848223439560704,nepalEarthquake2015,['SubEvent107'],[]
592848900182188033,nepalEarthquake2015,[],[]
592848930532171777,nepalEarthquake2015,[],[]
592856768708878336,nepalEarthquake2015,[],[]
592859680742989825,nepalEarthquake2015,['SubEvent111'],[]
592865488943894529,nepalEarthquake2015,[],[]
592865500587233280,nepalEarthquake2015,[],[]
592865835477176321,nepalEarthquake2015,[],[]
592869875317616640,nepalEarthquake2015,[],[]
592869929264803840,nepalEarthquake2015,[],[]
592870585828532225,nepalEarthquake2015,[],[]
592870891387621376,nepalEarthquake2015,[],[]
592871555404865540,nepalEarthquake2015,[],[]
592872379971416064,nepalEarthquake2015,[],[]
592874201490575361,nepalEarthquake2015,[],[]
592874216640356354,nepalEarthquake2015,[],[]
592875418597883905,nepalEarthquake2015,[],[]
592876571901431809,nepalEarthquake2015,[],[]
592879690576228352,nepalEarthquake2015,['SubEvent107'],[]
592883992753483781,nepalEarthquake2015,[],[]
592884379388612609,nepalEarthquake2015,['SubEvent106'],[]
592884488323133443,nepalEarthquake2015,[],[]
592887542686601218,nepalEarthquake2015,[],[]
592887632058810368,nepalEarthquake2015,[],[]
592887766335234048,nepalEarthquake2015,[],[]
592889588911308800,nepalEarthquake2015,[],[]
592892934254665730,nepalEarthquake2015,[],[]
592894276071206912,nepalEarthquake2015,[],[]
592894650177978368,nepalEarthquake2015,[],[]
592895742030827521,nepalEarthquake2015,['SubEvent110'],[]
592900115603562498,nepalEarthquake2015,[],[]
592900152479854592,nepalEarthquake2015,[],[]
592900359410036739,nepalEarthquake2015,[],[]
592901590379536384,nepalEarthquake2015,[],[]
592902878274129920,nepalEarthquake2015,[],[]
592905147505844225,nepalEarthquake2015,[],[]
592912897132498944,nepalEarthquake2015,[],[]
592912928606650368,nepalEarthquake2015,[],[]
592915634318548992,nepalEarthquake2015,[],[]
592916186247122944,nepalEarthquake2015,[],[]
592916737336573952,nepalEarthquake2015,[],[]
592917943509524480,nepalEarthquake2015,[],[]
592919978728419328,nepalEarthquake2015,[],[]
592924959409872896,nepalEarthquake2015,[],[]
592926704261320704,nepalEarthquake2015,['SubEvent109'],[]
592931557175906304,nepalEarthquake2015,[],[]
665278715530735622,parisAttacks2015,['SubEvent113'],[]
665280056449761280,parisAttacks2015,['SubEvent113'],[]
665280357240053760,parisAttacks2015,['SubEvent113'],[]
665281146603888640,parisAttacks2015,['SubEvent113'],[]
665281151066644480,parisAttacks2015,"['SubEvent113', 'SubEvent116']",[]
665283079586627584,parisAttacks2015,['SubEvent113'],[]
665283117662490624,parisAttacks2015,['SubEvent114'],[]
665283751757369345,parisAttacks2015,['SubEvent114'],[]
665284743156637696,parisAttacks2015,['SubEvent114'],[]
665284742686773248,parisAttacks2015,['SubEvent113'],[]
665284820256366592,parisAttacks2015,"['SubEvent113', 'SubEvent114']",[]
665284823833964544,parisAttacks2015,"['SubEvent113', 'SubEvent114']",[]
665284828405891072,parisAttacks2015,"['SubEvent113', 'SubEvent114']",[]
665284979178491904,parisAttacks2015,"['SubEvent113', 'SubEvent114', 'SubEvent116']",[]
665285411862913028,parisAttacks2015,[],[]
665285661612572672,parisAttacks2015,"['SubEvent113', 'SubEvent114']",[]
665285884560998401,parisAttacks2015,['SubEvent113'],[]
665286449542000640,parisAttacks2015,['SubEvent113'],[]
665287702300897280,parisAttacks2015,"['SubEvent113', 'SubEvent114']",[]
665287733032562688,parisAttacks2015,"['SubEvent113', 'SubEvent116']",[]
665287752892706816,parisAttacks2015,['SubEvent114'],[]
665288031436312576,parisAttacks2015,"['SubEvent113', 'SubEvent116']",[]
665288532752207873,parisAttacks2015,"['SubEvent113', 'SubEvent116']",[]
665288749119643648,parisAttacks2015,[],[]
665288776374185984,parisAttacks2015,"['SubEvent113', 'SubEvent114', 'SubEvent116']",[]
665289201131364353,parisAttacks2015,[],[]
665289581516996612,parisAttacks2015,"['SubEvent113', 'SubEvent114', 'SubEvent116']",[]
665290210788442113,parisAttacks2015,"['SubEvent113', 'SubEvent116']",[]
665290297820057600,parisAttacks2015,"['SubEvent113', 'SubEvent116']",[]
665291047728205826,parisAttacks2015,"['SubEvent113', 'SubEvent116']",[]
665292682944782340,parisAttacks2015,[],[]
665292946267176960,parisAttacks2015,"['SubEvent113', 'SubEvent114', 'SubEvent116']",[]
665293786956754944,parisAttacks2015,"['SubEvent113', 'SubEvent116']",[]
665296644913541122,parisAttacks2015,['SubEvent113'],[]
665297076130070532,parisAttacks2015,"['SubEvent113', 'SubEvent114', 'SubEvent116']",[]
665297295588663296,parisAttacks2015,"['SubEvent113', 'SubEvent116']",[]
665298993300111362,parisAttacks2015,"['SubEvent114', 'SubEvent116']",[]
665300214433976321,parisAttacks2015,['SubEvent113'],[]
665301542216581120,parisAttacks2015,[],[]
665302767821578240,parisAttacks2015,[],['SubEvent115']
665305009752412160,parisAttacks2015,['SubEvent114'],[]
665308229468073984,parisAttacks2015,['SubEvent113'],[]
665310245116231680,parisAttacks2015,"['SubEvent113', 'SubEvent114', 'SubEvent116']",[]
665310549710737409,parisAttacks2015,['SubEvent114'],[]
665311279901376512,parisAttacks2015,['SubEvent114'],[]
665311637591621632,parisAttacks2015,['SubEvent114'],[]
665312894733721600,parisAttacks2015,['SubEvent114'],[]
665312984390983680,parisAttacks2015,['SubEvent114'],[]
665315337735241728,parisAttacks2015,['SubEvent114'],[]
665317375089086464,parisAttacks2015,['SubEvent113'],[]
665318014515048448,parisAttacks2015,['SubEvent117'],[]
665318265808396289,parisAttacks2015,['SubEvent117'],[]
665318963014844417,parisAttacks2015,['SubEvent120'],[]
665319552306180097,parisAttacks2015,['SubEvent117'],[]
665319821454643200,parisAttacks2015,['SubEvent114'],[]
665323486240333826,parisAttacks2015,[],[]
665324235821342721,parisAttacks2015,"['SubEvent113', 'SubEvent114', 'SubEvent116']",[]
665325420850483200,parisAttacks2015,"['SubEvent113', 'SubEvent114', 'SubEvent116']",[]
665328060539887616,parisAttacks2015,[],[]
665328647587299328,parisAttacks2015,"['SubEvent113', 'SubEvent114', 'SubEvent116']",[]
665347321350098944,parisAttacks2015,[],[]
665373220522999808,parisAttacks2015,[],[]
665421188274003968,parisAttacks2015,['SubEvent117'],[]
665450649979588608,parisAttacks2015,[],[]
665451972045197312,parisAttacks2015,[],[]
665491592652828672,parisAttacks2015,[],[]
665507130619912192,parisAttacks2015,[],['SubEvent120']
665549942673440768,parisAttacks2015,[],[]
665562611933511680,parisAttacks2015,[],[]
665588757660176385,parisAttacks2015,[],[]
665590232843063296,parisAttacks2015,[],[]
665592436568096768,parisAttacks2015,[],[]
665596956916355072,parisAttacks2015,[],[]
665628779033829376,parisAttacks2015,['SubEvent121'],[]
665630820082692096,parisAttacks2015,[],[]
726993993821773825,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727093084232765440,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727159775079862272,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727591168284876800,fireYMM2016,[],[]
727591249222447104,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727591253538283521,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727591520031793152,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727591564814389248,fireYMM2016,[],[]
727591638797668352,fireYMM2016,[],[]
727591959678824448,fireYMM2016,[],[]
727592455135236097,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727592542716493824,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727593164777902080,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727593310475280384,fireYMM2016,[],[]
727593342909845508,fireYMM2016,[],[]
727593546501394432,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727593729813450753,fireYMM2016,[],[]
727594201760866305,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727594404643377152,fireYMM2016,[],[]
727596353174409216,fireYMM2016,['SubEvent123'],[]
727596658725425153,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727597492045406208,fireYMM2016,[],[]
727597538988032000,fireYMM2016,[],[]
727597573985439747,fireYMM2016,[],[]
727598009043800064,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727598185728737280,fireYMM2016,[],[]
727598418806210560,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727599166151663616,fireYMM2016,[],[]
727599569610100740,fireYMM2016,[],[]
727600354393784320,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727600767041839104,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727600888748101633,fireYMM2016,[],[]
727601331737780224,fireYMM2016,[],[]
727601377875099648,fireYMM2016,['SubEvent123'],[]
727601484502798337,fireYMM2016,[],[]
727601530438848516,fireYMM2016,[],[]
727601555592126464,fireYMM2016,[],[]
727602532671881216,fireYMM2016,[],[]
727602923354525696,fireYMM2016,['SubEvent123'],[]
727602952853061632,fireYMM2016,[],[]
727603661157896192,fireYMM2016,[],[]
727604327645241344,fireYMM2016,[],[]
727604515889938432,fireYMM2016,[],[]
727605105231577088,fireYMM2016,[],[]
727605331522682880,fireYMM2016,['SubEvent123'],[]
727605547894226944,fireYMM2016,[],[]
727607198877016064,fireYMM2016,[],[]
727608241316728833,fireYMM2016,[],[]
727609272784146432,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727609581791219713,fireYMM2016,[],[]
727609716394708992,fireYMM2016,[],[]
727609921798311936,fireYMM2016,[],[]
727610067294531585,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727610801687822336,fireYMM2016,[],[]
727611132395982848,fireYMM2016,[],[]
727612907467513856,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727613145192136704,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727613614660694018,fireYMM2016,[],[]
727614393870061569,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727614715631964160,fireYMM2016,[],[]
727614728474779649,fireYMM2016,[],[]
727614942652702720,fireYMM2016,[],[]
727615047648849922,fireYMM2016,[],[]
727615200451559424,fireYMM2016,[],[]
727615306902978560,fireYMM2016,[],[]
727616328954052608,fireYMM2016,[],[]
727616374059716608,fireYMM2016,[],[]
727616823701561344,fireYMM2016,[],[]
727616857394413568,fireYMM2016,[],[]
727617122613006337,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727617305102946304,fireYMM2016,[],[]
727617482756784129,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727617898848493571,fireYMM2016,[],[]
727618099822903298,fireYMM2016,[],[]
727618203757613056,fireYMM2016,[],[]
727628936402735104,fireYMM2016,[],[]
727629011728224256,fireYMM2016,[],[]
727629009207463937,fireYMM2016,[],[]
727629041990164480,fireYMM2016,[],[]
727629085678051328,fireYMM2016,[],[]
727629133291782145,fireYMM2016,[],[]
727629141202214912,fireYMM2016,[],[]
727629259708182529,fireYMM2016,[],[]
727629318768058368,fireYMM2016,[],[]
727629357720702976,fireYMM2016,[],[]
727629410879328257,fireYMM2016,[],[]
727629450406289408,fireYMM2016,[],[]
727629656657154049,fireYMM2016,[],[]
727629727595307008,fireYMM2016,[],[]
727629845161644032,fireYMM2016,[],[]
727629891819085824,fireYMM2016,[],[]
727629899545120773,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727629967928909824,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727630010631094272,fireYMM2016,[],[]
727630027966140416,fireYMM2016,[],[]
727630033846603776,fireYMM2016,[],[]
727630033288712192,fireYMM2016,[],[]
727630191380434944,fireYMM2016,[],[]
727630523950989312,fireYMM2016,[],[]
727630611398070274,fireYMM2016,[],[]
727630855989006336,fireYMM2016,[],[]
727630876620652544,fireYMM2016,[],[]
727630886632624130,fireYMM2016,[],[]
727631501433679874,fireYMM2016,[],[]
727631830464266240,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727632350541021184,fireYMM2016,[],[]
727632564773474305,fireYMM2016,[],[]
727632874778853376,fireYMM2016,[],[]
727632941870878723,fireYMM2016,[],[]
727633269597048832,fireYMM2016,[],[]
727634575539638276,fireYMM2016,[],[]
727634835133505540,fireYMM2016,[],[]
727634953719046144,fireYMM2016,[],[]
727635427222380544,fireYMM2016,[],[]
727635546466484224,fireYMM2016,[],[]
727635559598809088,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727635715970867200,fireYMM2016,[],[]
727635827921014784,fireYMM2016,[],[]
727635832505409536,fireYMM2016,[],[]
727635892907614208,fireYMM2016,[],[]
727635920711766016,fireYMM2016,[],[]
727636102824210432,fireYMM2016,[],[]
727636162744098816,fireYMM2016,[],[]
727636242796445700,fireYMM2016,[],[]
727636325285826560,fireYMM2016,[],[]
727636408714694656,fireYMM2016,[],[]
727636515724009472,fireYMM2016,[],[]
727636686650277888,fireYMM2016,"['SubEvent123', 'SubEvent124']",[]
727636710943657984,fireYMM2016,[],[]
751238931417534464,shootingDallas2017,[],[]
751238972005707776,shootingDallas2017,['SubEvent125'],[]
751238980755087360,shootingDallas2017,['SubEvent125'],[]
751238988950753280,shootingDallas2017,['SubEvent125'],[]
751239047339712512,shootingDallas2017,[],[]
751239107922264064,shootingDallas2017,[],[]
751239224037257216,shootingDallas2017,[],[]
751239405898051584,shootingDallas2017,['SubEvent125'],[]
751239432435630081,shootingDallas2017,['SubEvent125'],[]
751239474789642241,shootingDallas2017,[],[]
751239656398872576,shootingDallas2017,[],[]
751239687998623746,shootingDallas2017,[],[]
751240152106737668,shootingDallas2017,[],[]
751240619507482624,shootingDallas2017,[],[]
751242188093214720,shootingDallas2017,[],[]
751242371631751168,shootingDallas2017,['SubEvent125'],[]
751242744933195780,shootingDallas2017,[],[]
963870286234968064,flSchoolShooting2018,['SubEvent127'],[]
963871352502607872,flSchoolShooting2018,['SubEvent127'],[]
963872522692321280,flSchoolShooting2018,['SubEvent127'],[]
963873786008305664,flSchoolShooting2018,['SubEvent127'],[]
963875401092255745,flSchoolShooting2018,[],[]
963875902261211139,flSchoolShooting2018,['SubEvent127'],[]
963877282229182464,flSchoolShooting2018,[],[]
963878011278852096,flSchoolShooting2018,[],[]
963879286401839104,flSchoolShooting2018,[],[]
963879432829186054,flSchoolShooting2018,[],[]
963879540375375872,flSchoolShooting2018,[],[]
963883133006503936,flSchoolShooting2018,[],[]
963883611828228097,flSchoolShooting2018,['SubEvent127'],[]
963885719549829122,flSchoolShooting2018,['SubEvent127'],[]
963888067391184896,flSchoolShooting2018,['SubEvent127'],[]
963893580078051328,flSchoolShooting2018,[],[]
963898474080161792,flSchoolShooting2018,[],[]
963899930749399041,flSchoolShooting2018,[],[]
963905224552435712,flSchoolShooting2018,[],[]
963912928721326081,flSchoolShooting2018,['SubEvent127'],[]
963918701127925762,flSchoolShooting2018,['SubEvent127'],[]
963932221877964802,flSchoolShooting2018,[],[]
963991947559034888,flSchoolShooting2018,[],[]
964000310866923520,flSchoolShooting2018,[],[]
964070597469835265,flSchoolShooting2018,[],[]
964151940346195968,flSchoolShooting2018,[],[]
964237813397909504,flSchoolShooting2018,[],[]
964789566023585792,flSchoolShooting2018,['SubEvent127'],[]
966510189087248386,flSchoolShooting2018,['SubEvent127'],[]
1039855958657298432,hurricaneFlorence2018,[],[]
1039901190333640706,hurricaneFlorence2018,['SubEvent135'],[]
1039906870591414273,hurricaneFlorence2018,[],[]
1039920284827086848,hurricaneFlorence2018,[],[]
1040205012117479424,hurricaneFlorence2018,['SubEvent135'],[]
1040259013408182274,hurricaneFlorence2018,['SubEvent134'],[]
1040411641660289024,hurricaneFlorence2018,[],[]
1040599786125185024,hurricaneFlorence2018,[],['SubEvent136']
1040614324681826305,hurricaneFlorence2018,[],[]
1040437926910455808,hurricaneFlorence2018,[],[]
1040622759368421376,hurricaneFlorence2018,"['SubEvent137', 'SubEvent138', 'SubEvent140', 'SubEvent141', 'SubEvent142']",[]
1040634938960355328,hurricaneFlorence2018,[],[]
1040636209872216067,hurricaneFlorence2018,[],[]
1040459591258005504,hurricaneFlorence2018,[],[]
1040660622009135104,hurricaneFlorence2018,[],[]
1040675132019224577,hurricaneFlorence2018,[],[]
1040497731381420037,hurricaneFlorence2018,[],[]
1040360701586489344,hurricaneFlorence2018,[],[]
1040371051706953728,hurricaneFlorence2018,[],[]
1040971408426381313,hurricaneFlorence2018,"['SubEvent135', 'SubEvent138']",[]
1040897229312196609,hurricaneFlorence2018,[],[]
1041295321651982337,hurricaneFlorence2018,[],[]
1041309406720417793,hurricaneFlorence2018,[],[]
1041351042464665601,hurricaneFlorence2018,['SubEvent140'],[]
1041358529402216449,hurricaneFlorence2018,[],[]
1041189995917336576,hurricaneFlorence2018,[],[]
1041401422057799680,hurricaneFlorence2018,[],[]
1041401444669288448,hurricaneFlorence2018,['SubEvent135'],[]
1041423260833996800,hurricaneFlorence2018,[],[]
1041435644302647296,hurricaneFlorence2018,[],[]
1041710910992203776,hurricaneFlorence2018,"['SubEvent135', 'SubEvent140']",[]
1041619713078571008,hurricaneFlorence2018,[],[]
1042073187629051904,hurricaneFlorence2018,[],[]
1042077256938676224,hurricaneFlorence2018,[],[]
1041978179043422208,hurricaneFlorence2018,[],[]
1042196798532714497,hurricaneFlorence2018,[],[]
1120255218963189760,philippinesEarthquake2019,[],[]
1120261033627652096,philippinesEarthquake2019,"['SubEvent143', 'SubEvent144', 'SubEvent145']",[]
1120261118742499328,philippinesEarthquake2019,"['SubEvent143', 'SubEvent144', 'SubEvent145', 'SubEvent146']",[]
1120261744570429440,philippinesEarthquake2019,"['SubEvent143', 'SubEvent144']",[]
1120266475254763520,philippinesEarthquake2019,"['SubEvent143', 'SubEvent144', 'SubEvent145', 'SubEvent146']",[]
1120273979388747776,philippinesEarthquake2019,[],[]
1120274560014848000,philippinesEarthquake2019,"['SubEvent143', 'SubEvent144', 'SubEvent145', 'SubEvent146']",[]
1120276334234750976,philippinesEarthquake2019,[],[]
1120284719193690113,philippinesEarthquake2019,"['SubEvent143', 'SubEvent145']",[]
1120287217182806021,philippinesEarthquake2019,[],[]
1120288962478665728,philippinesEarthquake2019,['SubEvent147'],[]
1120291396148051969,philippinesEarthquake2019,[],[]
1120291490435977217,philippinesEarthquake2019,[],[]
1120293693406289920,philippinesEarthquake2019,['SubEvent147'],[]
1120294788685807616,philippinesEarthquake2019,[],[]
1120296989240057856,philippinesEarthquake2019,['SubEvent147'],[]
1120317285250535425,philippinesEarthquake2019,[],['SubEvent147']
1120317571511857152,philippinesEarthquake2019,"['SubEvent143', 'SubEvent145']",[]
1120318133460525056,philippinesEarthquake2019,"['SubEvent143', 'SubEvent145']",[]
1120318726790963202,philippinesEarthquake2019,[],[]
1120320368529436672,philippinesEarthquake2019,"['SubEvent143', 'SubEvent145']",[]
1120322800680497152,philippinesEarthquake2019,"['SubEvent143', 'SubEvent145']",[]
1120322873091067904,philippinesEarthquake2019,['SubEvent147'],[]
1120323475938263040,philippinesEarthquake2019,[],[]
1120325069668880384,philippinesEarthquake2019,['SubEvent147'],[]
1120348574129111040,philippinesEarthquake2019,[],['SubEvent147']
1120348962307870721,philippinesEarthquake2019,"['SubEvent143', 'SubEvent145']",[]
1120353147912900610,philippinesEarthquake2019,[],[]
1120365940191793155,philippinesEarthquake2019,[],[]
1120368291132915713,philippinesEarthquake2019,['SubEvent147'],[]
1120369255986237440,philippinesEarthquake2019,['SubEvent143'],[]
1120375306164899848,philippinesEarthquake2019,['SubEvent143'],[]
1120465787054116866,philippinesEarthquake2019,[],[]
1120478021062885378,philippinesEarthquake2019,[],[]
1120481684502253568,philippinesEarthquake2019,[],['SubEvent147']
1120482079228203008,philippinesEarthquake2019,[],[]
1120499625532821505,philippinesEarthquake2019,[],['SubEvent147']
1120501207599075329,philippinesEarthquake2019,['SubEvent143'],[]
1120503033014648832,philippinesEarthquake2019,[],[]
1120503612776566785,philippinesEarthquake2019,[],[]
1120507647030177792,philippinesEarthquake2019,[],[]
1120512284252692480,philippinesEarthquake2019,"['SubEvent143', 'SubEvent147']",[]
1120514949019852807,philippinesEarthquake2019,[],[]
1120523748841598977,philippinesEarthquake2019,['SubEvent143'],[]
1120554339796439045,philippinesEarthquake2019,['SubEvent143'],[]
1120563921813950464,philippinesEarthquake2019,[],[]
1120565598881292288,philippinesEarthquake2019,['SubEvent146'],[]
1120566549671182336,philippinesEarthquake2019,['SubEvent146'],[]
1120568327355527168,philippinesEarthquake2019,[],[]
1120569523520921601,philippinesEarthquake2019,['SubEvent145'],['SubEvent147']
1120570368891265025,philippinesEarthquake2019,['SubEvent147'],[]
1120577606640898049,philippinesEarthquake2019,['SubEvent143'],[]
1120587028909805568,philippinesEarthquake2019,"['SubEvent145', 'SubEvent146']",[]
1120587666746167297,philippinesEarthquake2019,['SubEvent145'],[]
1120609542801248256,philippinesEarthquake2019,[],[]
1120611374873370624,philippinesEarthquake2019,"['SubEvent143', 'SubEvent147']",[]
1120616099182026752,philippinesEarthquake2019,[],[]
1120624767692722176,philippinesEarthquake2019,[],[]
1120629552764469250,philippinesEarthquake2019,['SubEvent147'],[]
1120630162683338754,philippinesEarthquake2019,[],[]
1120631190828929024,philippinesEarthquake2019,[],[]
1120650365861548034,philippinesEarthquake2019,[],[]
1120659862889947138,philippinesEarthquake2019,['SubEvent143'],[]
